#timestep time dt l2_rho l2_rho_v1 l2_rho_v2 l2_rho_e_total linf_rho linf_rho_v1 linf_rho_v2 linf_rho_e_total cons_rho cons_rho_v1 cons_rho_v2 cons_rho_e_total dsdu_ut 
100 3.98310217253207 0.03992641867126743 0.00021758381154630388 0.0001595015502762461 0.00015950155027622524 0.00014190588666624854 0.001270099252391077 0.0006982758154818747 0.0006982758157145774 0.000738685790301119 2.4424906541753444e-14 2.8199664825478976e-14 2.930988785010413e-14 4.973799150320701e-14 1.6926600649384048e-7
110 4.3823714622897905 0.03997563698541295 0.0002565592194517266 0.00018544336574945802 0.00018544336574956836 0.00015571756807916125 0.0013835691294898922 0.0007499565524144991 0.0007499565548125808 0.0009149394431782198 2.0872192862952943e-14 4.6629367034256575e-15 1.9984014443252818e-15 7.105427357601002e-14 2.225393854484993e-7
120 4.781554854225646 0.03990256859302679 0.0002809230810215089 0.00020145016278185507 0.00020145016278207728 0.00016050217814058724 0.0015236826289677374 0.0008870575420849569 0.00088705754222973 0.000995045423850982 5.1958437552457326e-14 1.7763568394002505e-14 1.9984014443252818e-14 4.973799150320701e-14 -1.955532919056751e-7
130 5.180603079078619 0.039854348782654044 0.0002814351785553552 0.0002008410376210262 0.00020084103762120468 0.00014250612915981856 0.0015910331027533253 0.0008500407966773871 0.0008500407968492496 0.0009029882980353676 4.907185768843192e-14 1.5765166949677223e-14 1.7319479184152442e-14 1.0391687510491465e-13 3.3721390661237535e-7
140 5.579739591039882 0.039925937866335255 0.0002709632734023954 0.0001941142180179301 0.00019411421801801326 0.00013894375326611977 0.0014158401847632618 0.0007863494327788878 0.0007863494326278975 0.0006689281466165653 3.4861002973229915e-14 2.9976021664879227e-14 2.6423307986078726e-14 9.50350909079134e-14 -4.4837418970862595e-7
150 5.979011440715111 0.039973978022110244 0.00027517791551800097 0.00019895532288007568 0.00019895532288003538 0.00015258548490241938 0.0015686471360258913 0.0008546236485442726 0.0008546236484989755 0.0005760944741428631 4.1522341120980855e-14 3.441691376337985e-14 3.4638958368304884e-14 6.483702463810914e-14 2.780519175366774e-7
160 6.378190625398102 0.03990167465929429 0.0002995214021961435 0.0002162865285569448 0.00021628652855677373 0.0001498747361525775 0.0016798947286913446 0.0009003266102283192 0.0009003266103539964 0.0006735441568830325 1.6653345369377348e-14 2.7755575615628914e-14 2.930988785010413e-14 5.3290705182007514e-14 1.0585810536315445e-7
170 6.777239926155369 0.039856910736135655 0.00033198827348066224 0.00023779531742347822 0.00023779531742341184 0.0001421005137311096 0.0017468880563304978 0.0009651138483830479 0.0009651138483803834 0.0007742451435159836 4.285460875053104e-14 3.774758283725532e-14 3.574918139293004e-14 7.638334409421077e-14 -7.567693307381727e-8
180 7.176385656425255 0.03993303605506626 0.00036231948186197507 0.00025838839816310933 0.00025838839816327044 0.00015107731422948914 0.0020048263845029446 0.0010496268900799244 0.0010496268903574801 0.0008984181863018748 4.884981308350689e-14 4.6629367034256575e-14 4.8183679268731794e-14 9.50350909079134e-14 3.026960198689437e-7
190 7.575658881418488 0.03997695867896198 0.0003776675018524383 0.00026888832218853004 0.000268888322188707 0.0001500387122893289 0.0019204868408477793 0.001050376144668963 0.0010503761446662985 0.0008843386402173081 4.907185768843192e-14 6.261657858885883e-14 6.52811138479592e-14 4.884981308350689e-14 -4.581011189088015e-7
200 7.9748363244298535 0.03990232831396622 0.0003733745566325852 0.00026586922709072184 0.0002658692270908026 0.0001385222677444375 0.002053720029034256 0.0010748250818224392 0.0010748250818197747 0.000821213572195667 4.707345624410664e-14 6.616929226765933e-14 6.23945339839338e-14 1.2168044349891716e-13 3.5614604400531134e-7
210 8.37388529050261 0.03985974189946031 0.0003659772851599594 0.00026164787770656834 0.0002616478777065587 0.00014705040061874174 0.0020125576103384724 0.0010700118805742065 0.0010700118806155068 0.0007082516509901993 6.750155989720952e-14 6.994405055138486e-14 6.927791673660977e-14 1.0746958878371515e-13 -1.1581305074933482e-8
220 8.773034935757396 0.03993401001951049 0.0003754711594353652 0.000269433495719254 0.00026943349571908814 0.00015847506213828068 0.001966061820925624 0.0011029581385861853 0.0011029581385955112 0.0006527369493811719 6.550315845288424e-14 5.861977570020827e-14 5.595524044110789e-14 1.1368683772161603e-13 5.762186540877397e-8
230 9.172307801215203 0.03997477933641344 0.00040035042059575495 0.00028647421383722017 0.00028647421383705667 0.0001497455300465909 0.0022382854296143506 0.0011649638134443308 0.0011649638135020624 0.0007639572944082573 4.39648317751562e-14 6.106226635438361e-14 5.861977570020827e-14 1.305622276959184e-13 2.3477329928424274e-7
240 9.571476796196997 0.039895713897581606 0.00042999805440317073 0.0003062099468919172 0.00030620994689193573 0.0001428148411590221 0.0021451978880868694 0.0011741772198852196 0.0011741772198945455 0.0007638865288157604 6.23945339839338e-14 7.949196856316121e-14 7.882583474838611e-14 1.6076029396572267e-13 -4.226771802696019e-7
250 9.970523397435677 0.03985628843326407 0.0004549397603438129 0.00032342406972224507 0.0003234240697224932 0.00014903996679947816 0.0024295029078120756 0.0012679378434330424 0.0012679378434179434 0.0008767004725660499 7.30526750203353e-14 7.505107646466058e-14 7.66053886991358e-14 1.3589129821411916e-13 4.002465375534646e-7
251 10.0 0.029476602564322718 0.0004562477352548428 0.0003243418652238262 0.00032434186522408147 0.00014917805020193077 0.002368967956341006 0.001278817285541578 0.0012788172855633384 0.00087308370004191 6.661338147750939e-14 6.283862319378386e-14 6.261657858885883e-14 1.438849039914203e-13 4.091151582573872e-7
